seqnames	start	end	width	strand	value.group	value.group_name	count
chr5	2751893	2751893	1	+	2292	C5orf38	C5orf38:P01
chr5	2752131	2752131	1	+	2292	C5orf38	C5orf38:P02
chr5	2917854	2917854	1	+	12953	LOC105374620	LOC105374620:P01
chr5	3177835	3177835	1	+	10830	LINC01377	LINC01377:P01
chr5	3452816	3452816	1	+	11430	LINC02162	LINC02162:P01
chr5	3595832	3595832	1	+	9024	IRX1	IRX1:P01
chr5	4773481	4773481	1	+	11395	LINC02114	LINC02114:P01
chr5	5034359	5034359	1	+	10576	LINC01020	LINC01020:P01
chr5	5140330	5140330	1	+	311	ADAMTS16	ADAMTS16:P01
chr5	5422677	5422677	1	+	8594	ICE1	ICE1:P01
chr5	6448859	6448859	1	+	25998	UBE2QL1	UBE2QL1:P01
chr5	6582136	6582136	1	+	10574	LINC01018	LINC01018:P01
chr5	6583276	6583276	1	+	10574	LINC01018	LINC01018:P02
chr5	6633440	6633440	1	+	23771	SRD5A1	SRD5A1:P01
chr5	6713432	6713432	1	+	24565	TENT4A	TENT4A:P01
chr5	6795880	6795880	1	+	11487	LINC02236	LINC02236:P01
chr5	7396138	7396138	1	+	349	ADCY2	ADCY2:P01
chr5	7869148	7869148	1	+	16696	MTRR	MTRR:P01
chr5	8457687	8457687	1	+	15166	MIR4458HG	MIR4458HG:P01
chr5	8460925	8460925	1	+	15165	MIR4458	MIR4458:P01
chr5	8839732	8839732	1	+	11451	LINC02199	LINC02199:P01
chr5	9511333	9511333	1	+	21845	SEMA5A-AS1	SEMA5A-AS1:P01
chr5	9546200	9546200	1	+	22857	SNHG18	SNHG18:P01
chr5	9548827	9548827	1	+	23196	SNORD123	SNORD123:P01
chr5	9854377	9854377	1	+	11473	LINC02221	LINC02221:P01
chr5	10249921	10249921	1	+	2939	CCT5	CCT5:P01
chr5	10250280	10250280	1	+	2939	CCT5	CCT5:P02
chr5	10250537	10250537	1	+	2939	CCT5	CCT5:P03
chr5	10353695	10353695	1	+	13946	MARCHF6	MARCHF6:P01
chr5	10402364	10402364	1	+	14358	MIR10397	MIR10397:P01
chr5	10441879	10441879	1	+	21160	ROPN1L	ROPN1L:P01
chr5	10478037	10478037	1	+	15788	MIR6131	MIR6131:P01
chr5	10564070	10564070	1	+	809	ANKRD33B	ANKRD33B:P01
chr5	12574857	12574857	1	+	10698	LINC01194	LINC01194:P01
chr5	14143342	14143342	1	+	25588	TRIO	TRIO:P01
chr5	14463983	14463983	1	+	23262	SNORD170	SNORD170:P01
chr5	14581792	14581792	1	+	18370	OTULINL	OTULINL:P01
chr5	14664718	14664718	1	+	18369	OTULIN	OTULIN:P01
chr5	14712694	14712694	1	+	12021	LOC100130744	LOC100130744:P01
chr5	15500180	15500180	1	+	6392	FBXL7	FBXL7:P01
chr5	15501438	15501438	1	+	6392	FBXL7	FBXL7:P02
chr5	15935182	15935182	1	+	16167	MIR887	MIR887:P01
chr5	16180241	16180241	1	+	13257	LOC401176	LOC401176:P01
chr5	16615926	16615926	1	+	12655	LOC101929524	LOC101929524:P01
chr5	17216823	17216823	1	+	1626	BASP1	BASP1:P01
chr5	17217631	17217631	1	+	1626	BASP1	BASP1:P02
chr5	17404019	17404019	1	+	11469	LINC02217	LINC02217:P01
chr5	17404146	17404146	1	+	11469	LINC02217	LINC02217:P02
chr5	17436737	17436737	1	+	11469	LINC02217	LINC02217:P03
chr5	17444010	17444010	1	+	11470	LINC02218	LINC02218:P01
chr5	17807274	17807274	1	+	11475	LINC02223	LINC02223:P01
chr5	20305551	20305551	1	+	3102	CDH18-AS1	CDH18-AS1:P01
chr5	20611840	20611840	1	+	11492	LINC02241	LINC02241:P01
chr5	22142352	22142352	1	+	19390	PMCHL1	PMCHL1:P01
chr5	23507609	23507655	47	+	19807	PRDM9	PRDM9:P01
chr5	23951348	23951348	1	+	2288	C5orf17	C5orf17:P01
chr5	25190953	25190953	1	+	11464	LINC02211	LINC02211:P01
chr5	27472292	27472292	1	+	20271	PURPL	PURPL:P01
chr5	28926870	28926870	1	+	13624	LSP1P3	LSP1P3:P01
chr5	29065244	29065244	1	+	12678	LOC101929645	LOC101929645:P01
chr5	29143503	29143503	1	+	11390	LINC02109	LINC02109:P01
chr5	29880560	29880560	1	+	12954	LOC105374704	LOC105374704:P01
chr5	31193686	31193686	1	+	3113	CDH6	CDH6:P01
chr5	31532266	31532301	36	+	2289	C5orf22	C5orf22:P01
chr5	31639131	31639131	1	+	18859	PDZD2	PDZD2:P01
chr5	32585557	32585557	1	+	24077	SUB1	SUB1:P01
chr5	32690872	32690872	1	+	17513	NPR3	NPR3:P01
chr5	32710637	32710649	13	+	17513	NPR3	NPR3:P02
chr5	32711321	32711321	1	+	17513	NPR3	NPR3:P03
chr5	32947443	32947443	1	+	11400	LINC02120	LINC02120:P01
chr5	33229735	33229735	1	+	11429	LINC02160	LINC02160:P01
chr5	33440696	33440696	1	+	24323	TARS1	TARS1:P01
chr5	33440776	33440776	1	+	24323	TARS1	TARS1:P02
chr5	33936386	33936386	1	+	21469	RXFP3	RXFP3:P01
chr5	34189581	34189581	1	+	13344	LOC646652	LOC646652:P01
chr5	34656328	34656328	1	+	20486	RAI14	RAI14:P01
chr5	34656491	34656491	1	+	20486	RAI14	RAI14:P02
chr5	34684507	34684507	1	+	20486	RAI14	RAI14:P03
chr5	34687559	34687559	1	+	20486	RAI14	RAI14:P04
chr5	34839164	34839164	1	+	25758	TTC23L	TTC23L:P01
chr5	34839381	34839381	1	+	25758	TTC23L	TTC23L:P02
chr5	34915711	34915711	1	+	1898	BRIX1	BRIX1:P01
chr5	34929559	34929559	1	+	5064	DNAJC21	DNAJC21:P01
chr5	35617863	35617863	1	+	23653	SPEF2	SPEF2:P01
chr5	35856891	35856891	1	+	8843	IL7R	IL7R:P01
chr5	35938801	35938801	1	+	12165	LOC100506406	LOC100506406:P01
chr5	36152043	36152043	1	+	22203	SKP2	SKP2:P01
chr5	36152111	36152111	1	+	22203	SKP2	SKP2:P02
chr5	36606355	36606355	1	+	22281	SLC1A3	SLC1A3:P01
chr5	36606606	36606606	1	+	22281	SLC1A3	SLC1A3:P02
chr5	36876769	36876769	1	+	17297	NIPBL	NIPBL:P01
chr5	37249046	37249046	1	+	12955	LOC105374727	LOC105374727:P01
chr5	37379318	37379318	1	+	26578	WDR70	WDR70:P01
chr5	37839884	37839884	1	+	7170	GDNF-AS1	GDNF-AS1:P01
chr5	37840438	37840438	1	+	7170	GDNF-AS1	GDNF-AS1:P02
chr5	37948491	37948491	1	+	11391	LINC02110	LINC02110:P01
chr5	38025697	38025697	1	+	11388	LINC02107	LINC02107:P01
chr5	38148480	38148480	1	+	11399	LINC02119	LINC02119:P01
chr5	38258559	38258559	1	+	5479	EGFLAM	EGFLAM:P01
chr5	38403541	38403541	1	+	5479	EGFLAM	EGFLAM:P02
chr5	38445546	38445546	1	+	5479	EGFLAM	EGFLAM:P03
chr5	38556786	38556786	1	+	10081	LIFR-AS1	LIFR-AS1:P01
chr5	38845858	38845858	1	+	18334	OSMR	OSMR:P01
chr5	38845999	38846012	14	+	18334	OSMR	OSMR:P02
chr5	39520431	39520431	1	+	11385	LINC02104	LINC02104:P01
chr5	40052291	40052291	1	+	10373	LINC00603	LINC00603:P01
chr5	40679915	40679915	1	+	20173	PTGER4	PTGER4:P01
chr5	40841367	40841367	1	+	2556	CARD6	CARD6:P01
chr5	40909497	40909497	1	+	2323	C7	C7:P01
chr5	41870030	41870030	1	+	18388	OXCT1-AS1	OXCT1-AS1:P01
chr5	41904344	41904344	1	+	2296	C5orf51	C5orf51:P01
chr5	41925252	41925281	30	+	6416	FBXO4	FBXO4:P01
chr5	42423439	42423439	1	+	7234	GHR	GHR:P01
chr5	42424452	42424452	1	+	7234	GHR	GHR:P02
chr5	42424981	42424981	1	+	7234	GHR	GHR:P03
chr5	42548043	42548043	1	+	7234	GHR	GHR:P04
chr5	42548213	42548213	1	+	7234	GHR	GHR:P05
chr5	42549556	42549556	1	+	7234	GHR	GHR:P06
chr5	42550080	42550080	1	+	7234	GHR	GHR:P07
chr5	42565461	42565461	1	+	7234	GHR	GHR:P08
chr5	42565864	42565864	1	+	7234	GHR	GHR:P09
chr5	42756818	42756818	1	+	2728	CCDC152	CCDC152:P01
chr5	43042134	43042134	1	+	13133	LOC153684	LOC153684:P01
chr5	43067023	43067023	1	+	12175	LOC100506639	LOC100506639:P01
chr5	43120914	43120914	1	+	27047	ZNF131	ZNF131:P01
chr5	43121461	43121461	1	+	27047	ZNF131	ZNF131:P02
chr5	43121565	43121565	1	+	27047	ZNF131	ZNF131:P03
chr5	43192225	43192225	1	+	17284	NIM1K	NIM1K:P01
chr5	43192852	43192852	1	+	17284	NIM1K	NIM1K:P02
chr5	43602675	43602675	1	+	17397	NNT	NNT:P01
chr5	43603180	43603180	1	+	17397	NNT	NNT:P02
chr5	44388732	44388732	1	+	6524	FGF10-AS1	FGF10-AS1:P01
chr5	44808947	44808947	1	+	16529	MRPS30	MRPS30:P01
chr5	50665931	50665931	1	+	18560	PARP8	PARP8:P01
chr5	50666637	50666637	1	+	18560	PARP8	PARP8:P02
chr5	50667414	50667414	1	+	18560	PARP8	PARP8:P03
chr5	51383448	51383448	1	+	9036	ISL1	ISL1:P01
chr5	52008031	52008031	1	+	11398	LINC02118	LINC02118:P01
chr5	52787916	52787916	1	+	9056	ITGA1	ITGA1:P01
chr5	52787916	52787916	1	+	18887	PELO	PELO:P01
chr5	52989352	52989352	1	+	9059	ITGA2	ITGA2:P01
chr5	53109842	53109842	1	+	13148	LOC257396	LOC257396:P01
chr5	53480629	53480629	1	+	6861	FST	FST:P01
chr5	53560639	53560639	1	+	17130	NDUFS4	NDUFS4:P01
chr5	54320944	54320944	1	+	10584	LINC01033	LINC01033:P01
chr5	54455699	54455699	1	+	8513	HSPB3	HSPB3:P01
chr5	54517759	54517759	1	+	23446	SNX18	SNX18:P01
chr5	55024256	55024256	1	+	7871	GZMK	GZMK:P01
chr5	55102646	55102646	1	+	7868	GZMA	GZMA:P01
chr5	55160171	55160171	1	+	7651	GPX8	GPX8:P01
chr5	55307989	55307989	1	+	16683	MTREX	MTREX:P01
chr5	55738017	55738061	45	+	4698	DDX4	DDX4:P01
chr5	55766885	55766885	1	+	4698	DDX4	DDX4:P02
chr5	55851357	55851357	1	+	8822	IL31RA	IL31RA:P01
chr5	55853322	55853322	1	+	8822	IL31RA	IL31RA:P02
chr5	55995167	55995167	1	+	6636	FLJ31104	FLJ31104:P01
chr5	56815549	56815549	1	+	13869	MAP3K1	MAP3K1:P01
chr5	56909260	56909260	1	+	21960	SETD9	SETD9:P01
chr5	56909596	56909596	1	+	21960	SETD9	SETD9:P02
chr5	56910057	56910062	6	+	21960	SETD9	SETD9:P03
chr5	57173948	57173948	1	+	7512	GPBP1	GPBP1:P01
chr5	57174059	57174059	1	+	7512	GPBP1	GPBP1:P02
chr5	57175448	57175448	1	+	7512	GPBP1	GPBP1:P03
chr5	57214074	57214074	1	+	7512	GPBP1	GPBP1:P04
chr5	57570342	57570342	1	+	11857	LINCR-0003	LINCR-0003:P01
chr5	57650660	57650660	1	+	12513	LOC101928505	LOC101928505:P01
chr5	58491435	58491435	1	+	7056	GAPT	GAPT:P01
chr5	58582152	58582152	1	+	20397	RAB3C	RAB3C:P01
chr5	58583075	58583075	1	+	20397	RAB3C	RAB3C:P02
chr5	60487713	60487713	1	+	18564	PART1	PART1:P01
chr5	60487932	60487932	1	+	18564	PART1	PART1:P02
chr5	60945205	60945205	1	+	17104	NDUFAF2	NDUFAF2:P01
chr5	61162316	61162316	1	+	22742	SMIM15-AS1	SMIM15-AS1:P01
chr5	61332258	61332258	1	+	27681	ZSWIM6	ZSWIM6:P01
chr5	61637760	61637781	22	+	2300	C5orf64	C5orf64:P01
chr5	62306162	62306206	45	+	9481	KIF2A	KIF2A:P01
chr5	62412746	62412746	1	+	8956	IPO11	IPO11:P01
chr5	62418884	62418884	1	+	8956	IPO11	IPO11:P02
chr5	62578735	62578735	1	+	8957	IPO11-LRRC70	IPO11-LRRC70:P01
chr5	62578819	62578819	1	+	13564	LRRC70	LRRC70:P01
chr5	64165843	64165843	1	+	21055	RNF180	RNF180:P01
chr5	64506015	64506015	1	+	20846	RGS7BP	RGS7BP:P01
chr5	64575650	64575650	1	+	20846	RGS7BP	RGS7BP:P02
chr5	64690503	64690503	1	+	22106	SHISAL2B	SHISAL2B:P01
chr5	64768918	64768930	13	+	4362	CWC27	CWC27:P01
chr5	65563239	65563239	1	+	19749	PPWD1	PPWD1:P01
chr5	65563296	65563296	1	+	19749	PPWD1	PPWD1:P02
chr5	65624731	65624731	1	+	25471	TRAPPC13	TRAPPC13:P01
chr5	65625027	65625027	1	+	22112	SHLD3	SHLD3:P01
chr5	65625027	65625027	1	+	25471	TRAPPC13	TRAPPC13:P02
chr5	65722205	65722205	1	+	17348	NLN	NLN:P01
chr5	65926554	65926575	22	+	5787	ERBIN	ERBIN:P01
chr5	66144300	66144300	1	+	23779	SREK1	SREK1:P01
chr5	66144835	66144835	1	+	23779	SREK1	SREK1:P02
chr5	66596393	66596393	1	+	13973	MAST4	MAST4:P01
chr5	66828773	66828773	1	+	13973	MAST4	MAST4:P02
chr5	66959073	66959073	1	+	13973	MAST4	MAST4:P03
chr5	67004655	67004655	1	+	13973	MAST4	MAST4:P04
chr5	67793213	67793213	1	+	12567	LOC101928858	LOC101928858:P01
chr5	68189876	68189876	1	+	11471	LINC02219	LINC02219:P01
chr5	68215756	68215756	1	+	19121	PIK3R1	PIK3R1:P01
chr5	68288519	68288519	1	+	19121	PIK3R1	PIK3R1:P02
chr5	68290664	68290664	1	+	19121	PIK3R1	PIK3R1:P03
chr5	68292577	68292577	1	+	19121	PIK3R1	PIK3R1:P04
chr5	69094014	69094014	1	+	22424	SLC30A5	SLC30A5:P01
chr5	69160808	69160808	1	+	22970	SNORA50D	SNORA50D:P01
chr5	69167010	69167010	1	+	2885	CCNB1	CCNB1:P01
chr5	69167150	69167150	1	+	2885	CCNB1	CCNB1:P02
chr5	69189583	69189583	1	+	3253	CENPH	CENPH:P01
chr5	69217760	69217760	1	+	16536	MRPS36	MRPS36:P01
chr5	69234795	69234795	1	+	3151	CDK7	CDK7:P01
chr5	69234886	69234886	1	+	3151	CDK7	CDK7:P02
chr5	69369297	69369297	1	+	20451	RAD17	RAD17:P01
chr5	69369818	69369818	1	+	20451	RAD17	RAD17:P02
chr5	69370060	69370060	1	+	20451	RAD17	RAD17:P03
chr5	69370705	69370705	1	+	20451	RAD17	RAD17:P04
chr5	69371035	69371035	1	+	20451	RAD17	RAD17:P05
chr5	69371454	69371454	1	+	20451	RAD17	RAD17:P06
chr5	69415116	69415116	1	+	13963	MARVELD2	MARVELD2:P01
chr5	69492547	69492547	1	+	17797	OCLN	OCLN:P01
chr5	69492790	69492790	1	+	17797	OCLN	OCLN:P02
chr5	69504177	69504177	1	+	17797	OCLN	OCLN:P03
chr5	70486501	70486501	1	+	13282	LOC441081	LOC441081:P01
chr5	71375785	71375785	1	+	19391	PMCHL2	PMCHL2:P01
chr5	71455651	71455651	1	+	1712	BDP1	BDP1:P01
chr5	71587340	71587340	1	+	14029	MCCC2	MCCC2:P01
chr5	71719275	71719275	1	+	2573	CARTPT	CARTPT:P01
chr5	72107475	72107475	1	+	13854	MAP1B	MAP1B:P01
chr5	72169467	72169467	1	+	15438	MIR4803	MIR4803:P01
chr5	72179787	72179787	1	+	13854	MAP1B	MAP1B:P02
chr5	72320367	72320373	7	+	20148	PTCD2	PTCD2:P01
chr5	72557077	72557077	1	+	12710	LOC102503427	LOC102503427:P01
chr5	72816591	72816591	1	+	25303	TNPO1	TNPO1:P01
chr5	72816661	72816661	1	+	25303	TNPO1	TNPO1:P02
chr5	72848139	72848139	1	+	25303	TNPO1	TNPO1:P03
chr5	72878591	72878591	1	+	15439	MIR4804	MIR4804:P01
chr5	72956041	72956041	1	+	6460	FCHO2	FCHO2:P01
chr5	73120575	73120575	1	+	24998	TMEM171	TMEM171:P01
chr5	73173193	73173193	1	+	24999	TMEM174	TMEM174:P01
chr5	73337906	73337906	1	+	11482	LINC02230	LINC02230:P01
chr5	73498425	73498425	1	+	1940	BTF3	BTF3:P01
chr5	73565741	73565743	3	+	26295	UTP15	UTP15:P01
chr5	73626158	73626158	1	+	1119	ARHGEF28	ARHGEF28:P01
chr5	73813546	73813546	1	+	1119	ARHGEF28	ARHGEF28:P02
chr5	74322486	74322486	1	+	10794	LINC01333	LINC01333:P01
chr5	74640023	74640023	1	+	8154	HEXB	HEXB:P01
chr5	74685233	74685233	1	+	8154	HEXB	HEXB:P02
chr5	74767249	74767249	1	+	17604	NSA2	NSA2:P01
chr5	74865893	74865893	1	+	13283	LOC441086	LOC441086:P01
chr5	75337168	75337168	1	+	8275	HMGCR	HMGCR:P01
chr5	75337220	75337220	1	+	8275	HMGCR	HMGCR:P02
chr5	75511750	75511750	1	+	19484	POLK	POLK:P01
chr5	75611476	75611476	1	+	756	ANKDD1B	ANKDD1B:P01
chr5	75717432	75717432	1	+	13284	LOC441087	LOC441087:P01
chr5	76083383	76083383	1	+	24147	SV2C	SV2C:P01
chr5	76403285	76403285	1	+	8992	IQGAP2	IQGAP2:P01
chr5	76547409	76547409	1	+	8992	IQGAP2	IQGAP2:P02
chr5	76609095	76609095	1	+	8992	IQGAP2	IQGAP2:P03
chr5	76712403	76712403	1	+	17063	NCRUPAR	NCRUPAR:P01
chr5	76716126	76716126	1	+	5972	F2R	F2R:P01
chr5	76819030	76819030	1	+	5973	F2RL1	F2RL1:P01
chr5	76850014	76850014	1	+	21501	S100Z	S100Z:P01
chr5	76953045	76953045	1	+	4094	CRHBP	CRHBP:P01
chr5	77030404	77030404	1	+	493	AGGF1	AGGF1:P01
chr5	77086798	77086798	1	+	26803	ZBED3-AS1	ZBED3-AS1:P01
chr5	77180304	77180304	1	+	18809	PDE8B	PDE8B:P01
chr5	77209652	77209652	1	+	18809	PDE8B	PDE8B:P02
chr5	77210680	77210680	1	+	18809	PDE8B	PDE8B:P03
chr5	77884656	77884656	1	+	12608	LOC101929154	LOC101929154:P01
chr5	77958247	77958247	1	+	12608	LOC101929154	LOC101929154:P02
chr5	78360617	78360617	1	+	21606	SCAMP1	SCAMP1:P01
chr5	79069767	79069767	1	+	1753	BHMT2	BHMT2:P01
chr5	79111809	79111809	1	+	1752	BHMT	BHMT:P01
chr5	79236131	79236131	1	+	9163	JMY	JMY:P01
chr5	79612417	79612441	25	+	24564	TENT2	TENT2:P01
chr5	79689836	79689836	1	+	3752	CMYA5	CMYA5:P01
chr5	79936579	79936579	1	+	10879	LINC01455	LINC01455:P01
chr5	79991296	79991296	1	+	24715	THBS4	THBS4:P01
chr5	80035348	80035348	1	+	24715	THBS4	THBS4:P02
chr5	80036023	80036023	1	+	24715	THBS4	THBS4:P03
chr5	80320002	80320002	1	+	23761	SPZ1	SPZ1:P01
chr5	80408064	80408064	1	+	26981	ZFYVE16	ZFYVE16:P01
chr5	80488100	80488100	1	+	6070	FAM151B	FAM151B:P01
chr5	80654652	80654652	1	+	16578	MSH3	MSH3:P01
chr5	80960363	80960363	1	+	20563	RASGRF2	RASGRF2:P01
chr5	81233320	81233322	3	+	3580	CKMT2	CKMT2:P01
chr5	81301583	81301587	5	+	26898	ZCCHC9	ZCCHC9:P01
chr5	81972023	81972023	1	+	1354	ATG10	ATG10:P01
chr5	82278650	82278650	1	+	1445	ATP6AP1L	ATP6AP1L:P01
chr5	82279462	82279462	1	+	1445	ATP6AP1L	ATP6AP1L:P02
chr5	82840155	82840155	1	+	15027	MIR3977	MIR3977:P01
chr5	83077409	83077409	1	+	26726	XRCC4	XRCC4:P01
chr5	83077547	83077547	1	+	26726	XRCC4	XRCC4:P02
chr5	83471674	83471674	1	+	26344	VCAN	VCAN:P01
chr5	83471744	83471744	1	+	26344	VCAN	VCAN:P02
chr5	86282444	86282444	1	+	16995	NBPF22P	NBPF22P:P01
chr5	86617941	86617941	1	+	3993	COX7C	COX7C:P01
chr5	86620506	86620506	1	+	23214	SNORD138	SNORD138:P01
chr5	86746818	86746818	1	+	11352	LINC02059	LINC02059:P01
chr5	87120148	87120148	1	+	12637	LOC101929380	LOC101929380:P01
chr5	87267883	87267883	1	+	20545	RASA1	RASA1:P01
chr5	87268924	87268924	1	+	20545	RASA1	RASA1:P02
chr5	87662042	87662042	1	+	11665	LINC02488	LINC02488:P01
chr5	88268882	88268882	1	+	24987	TMEM161B-AS1	TMEM161B-AS1:P01
chr5	88269016	88269016	1	+	24987	TMEM161B-AS1	TMEM161B-AS1:P02
chr5	88392195	88392195	1	+	24987	TMEM161B-AS1	TMEM161B-AS1:P03
chr5	88676218	88676218	1	+	14137	MEF2C-AS2	MEF2C-AS2:P01
chr5	88883330	88883330	1	+	14136	MEF2C-AS1	MEF2C-AS1:P01
chr5	88889308	88889308	1	+	14136	MEF2C-AS1	MEF2C-AS1:P02
chr5	88889613	88889613	1	+	14136	MEF2C-AS1	MEF2C-AS1:P03
chr5	90410000	90410000	1	+	13410	LOC731157	LOC731157:P01
chr5	90473929	90473929	1	+	19516	POLR3G	POLR3G:P01
chr5	90474864	90474864	1	+	19516	POLR3G	POLR3G:P02
chr5	90558797	90558797	1	+	397	ADGRV1	ADGRV1:P01
chr5	91380347	91380347	1	+	1229	ARRDC3-AS1	ARRDC3-AS1:P01
chr5	93583222	93583222	1	+	17548	NR2F1	NR2F1:P01
chr5	94618669	94618669	1	+	22638	SLF1	SLF1:P01
chr5	95391366	95391366	1	+	6270	FAM81B	FAM81B:P01
chr5	95555101	95555101	1	+	1241	ARSK	ARSK:P01
chr5	95620087	95620087	1	+	7563	GPR150	GPR150:P01
chr5	95646777	95646777	1	+	20784	RFESD	RFESD:P01
chr5	95646879	95646879	1	+	20784	RFESD	RFESD:P02
chr5	95731336	95731336	1	+	20873	RHOBTB3	RHOBTB3:P01
chr5	95834827	95834827	1	+	12784	LOC102724720	LOC102724720:P01
chr5	95852232	95852232	1	+	10960	LINC01554	LINC01554:P01
chr5	95962001	95962001	1	+	12686	LOC101929710	LOC101929710:P01
chr5	96079138	96079138	1	+	15728	MIR583	MIR583:P01
chr5	96662037	96662037	1	+	2615	CAST	CAST:P01
chr5	96662376	96662376	1	+	2615	CAST	CAST:P02
chr5	96663025	96663025	1	+	2615	CAST	CAST:P03
chr5	96702660	96702660	1	+	2615	CAST	CAST:P04
chr5	96743602	96743602	1	+	2615	CAST	CAST:P05
chr5	96875939	96875939	1	+	5782	ERAP2	ERAP2:P01
chr5	96876500	96876500	1	+	5782	ERAP2	ERAP2:P02
chr5	96936080	96936080	1	+	11942	LNPEP	LNPEP:P01
chr5	96958433	96958433	1	+	11942	LNPEP	LNPEP:P02
chr5	97504696	97504696	1	+	10799	LINC01340	LINC01340:P01
chr5	97840758	97840758	1	+	11486	LINC02234	LINC02234:P01
chr5	98768632	98768632	1	+	20819	RGMB	RGMB:P01
chr5	98769436	98769436	1	+	20819	RGMB	RGMB:P02
chr5	98773663	98773663	1	+	20819	RGMB	RGMB:P03
chr5	98928562	98928562	1	+	11354	LINC02062	LINC02062:P01
chr5	98929134	98929134	1	+	12098	LOC100289230	LOC100289230:P01
chr5	99533990	99533990	1	+	11394	LINC02113	LINC02113:P01
chr5	100535374	100535374	1	+	6108	FAM174A	FAM174A:P01
chr5	102581368	102581368	1	+	10303	LINC00492	LINC00492:P01
chr5	102754783	102754783	1	+	18498	PAM	PAM:P01
chr5	102755305	102755305	1	+	18498	PAM	PAM:P02
chr5	102808198	102808198	1	+	18498	PAM	PAM:P03
chr5	102865823	102865823	1	+	18498	PAM	PAM:P04
chr5	103120301	103120301	1	+	19639	PPIP5K2	PPIP5K2:P01
chr5	103258763	103258763	1	+	13737	MACIR	MACIR:P01
chr5	103259030	103259030	1	+	13737	MACIR	MACIR:P02
chr5	103259424	103259424	1	+	13737	MACIR	MACIR:P03
chr5	105099474	105099474	1	+	20429	RAB9BP1	RAB9BP1:P01
chr5	108747897	108747897	1	+	6490	FER	FER:P01
chr5	108748948	108748948	1	+	6490	FER	FER:P02
chr5	108924606	108924606	1	+	6490	FER	FER:P03
chr5	109689366	109689366	1	+	13835	MAN2A1	MAN2A1:P01
chr5	109883182	109883182	1	+	11195	LINC01848	LINC01848:P01
chr5	110738145	110738145	1	+	22365	SLC25A46	SLC25A46:P01
chr5	110739007	110739007	1	+	22365	SLC25A46	SLC25A46:P02
chr5	111070080	111070080	1	+	25684	TSLP	TSLP:P01
chr5	111071713	111071713	1	+	25684	TSLP	TSLP:P02
chr5	111073374	111073374	1	+	25684	TSLP	TSLP:P03
chr5	111092172	111092172	1	+	26551	WDR36	WDR36:P01
chr5	111223583	111223583	1	+	2502	CAMK4	CAMK4:P01
chr5	111223917	111223917	1	+	2502	CAMK4	CAMK4:P02
chr5	111224384	111224384	1	+	2502	CAMK4	CAMK4:P03
chr5	111512226	111512226	1	+	23940	STARD4-AS1	STARD4-AS1:P01
chr5	111912508	111912508	1	+	17574	NREP-AS1	NREP-AS1:P01
chr5	112160526	112160526	1	+	5724	EPB41L4A-AS1	EPB41L4A-AS1:P01
chr5	112161485	112161485	1	+	22908	SNORA13	SNORA13:P01
chr5	112228283	112228283	1	+	12278	LOC101927023	LOC101927023:P01
chr5	112419583	112419583	1	+	5725	EPB41L4A-DT	EPB41L4A-DT:P01
chr5	112628436	112628436	1	+	11452	LINC02200	LINC02200:P01
chr5	112707498	112707498	1	+	944	APC	APC:P01
chr5	112737885	112737885	1	+	944	APC	APC:P02
chr5	112861188	112861188	1	+	23799	SRP19	SRP19:P01
chr5	112861287	112861287	1	+	23799	SRP19	SRP19:P02
chr5	112976798	112976798	1	+	4623	DCP2	DCP2:P01
chr5	113513694	113513694	1	+	26775	YTHDC2	YTHDC2:P01
chr5	114055978	114055978	1	+	9324	KCNN2	KCNN2:P01
chr5	114362070	114362070	1	+	9324	KCNN2	KCNN2:P02
chr5	114362319	114362319	1	+	9324	KCNN2	KCNN2:P03
chr5	114433511	114433511	1	+	9324	KCNN2	KCNN2:P04
chr5	114576041	114576041	1	+	11276	LINC01957	LINC01957:P01
chr5	115602155	115602155	1	+	12291	LOC101927100	LOC101927100:P01
chr5	115841935	115841946	12	+	925	AP3S1	AP3S1:P01
chr5	115842487	115842487	1	+	925	AP3S1	AP3S1:P02
chr5	115956571	115956571	1	+	11853	LINCADL	LINCADL:P01
chr5	115962475	115962475	1	+	13660	LVRN	LVRN:P01
chr5	116051466	116051466	1	+	1157	ARL14EPL	ARL14EPL:P01
chr5	116085025	116085025	1	+	3912	COMMD10	COMMD10:P01
chr5	116085278	116085278	1	+	3912	COMMD10	COMMD10:P02
chr5	116085462	116085462	1	+	3912	COMMD10	COMMD10:P03
chr5	116255743	116255743	1	+	14419	MIR12130	MIR12130:P01
chr5	116447498	116447498	1	+	21848	SEMA6A-AS1	SEMA6A-AS1:P01
chr5	116574418	116574418	1	+	21849	SEMA6A-AS2	SEMA6A-AS2:P01
chr5	117415512	117415512	1	+	10552	LINC00992	LINC00992:P01
chr5	117730361	117730361	1	+	11419	LINC02147	LINC02147:P01
chr5	118282574	118282574	1	+	11420	LINC02148	LINC02148:P01
chr5	118596188	118596188	1	+	11468	LINC02215	LINC02215:P01
chr5	119071055	119071087	33	+	5006	DMXL1	DMXL1:P01
chr5	119154637	119154637	1	+	15710	MIR5706	MIR5706:P01
chr5	119268759	119268759	1	+	25240	TNFAIP8	TNFAIP8:P01
chr5	119333175	119333175	1	+	25240	TNFAIP8	TNFAIP8:P02
chr5	119354773	119354773	1	+	25240	TNFAIP8	TNFAIP8:P03
chr5	119356019	119356019	1	+	25240	TNFAIP8	TNFAIP8:P04
